"geonameid","hasuntuya_asciiname","hasuntuya_zh","hasuntuya_mn","sarala_asciiname","sarala_zh","sarala_mn","sarala_other","sarala_certainty.012","sarala_pinyin.compliant","sarala_notes","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","mon_sel","mon_grams","chn_sel","class","chn_grams"
8555379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xishuiquan","xishuiquan","Xishuiquan,xi shui quan,西水泉",41.35583,112.99953,"P","PPL",0,"",10,"Chinese","hui;iqu;ish;qu;qua;shu;uan;uiq;xi;xis"
8555380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wucengba","wucengba","Wucengba,wu ceng ba,五层坝",41.36025,113.04702,"P","PPL",1,"e",6,"Chinese","cen;eng;gba;ngb;uce;wuc"
8555381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wufutang","wufutang","Wufutang,wu fu tang,五福堂",41.37756,113.02625,"P","PPL",1,"uta",5,"Chinese","ang;fut;tan;ufu;wuf"
8555382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dadandai","dadandai","Dadandai,da dan dai,大丹岱",41.40025,113.07144,"P","PPL",3,"ada;and;nda",3,"Tie","dad;dai;dan"
8555383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dashuigou","dashuigou","Dashuigou,da shui gou,大水沟",41.42178,113.05144,"P","PPL",1,"ash",6,"Chinese","das;gou;hui;igo;shu;uig"
8555384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tashahe","tashahe","Tashahe,ta sha he,塔沙核",41.41659,113.00549,"P","PPL",3,"ash;e;tas",4,"Chinese","ah;ahe;hah;sha"
8555385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shiyaogou","shiyaogou","Shiyaogou,shi yao gou,石窑沟",41.28776,113.07029,"P","PPLA4",2,"hiy;ogo",6,"Chinese","aog;gou;iya;shi;ya;yao"
8555386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jiaotangdi","jiaotangdi","Jiaotangdi,jiao tang de,教堂地",41.35777,113.15805,"P","PPL",0,"",9,"Chinese","ang;aot;gdi;iao;j;jia;ngd;ota;tan"
8555387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dajiuhao","dajiuhao","Dajiuhao,da jiu hao,大九号",41.35568,113.10665,"P","PPL",1,"uha",6,"Chinese","aji;daj;hao;iuh;j;jiu"
8555388,"Caojia","y","n","Caojia","y","n","",1,"y","","Caojia","caojia","Caojia,cao jia,曹家",41.37809,113.12996,"P","PPL",0,"",5,"Chinese","aoj;cao;j;jia;oji"
8555389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lihaidaigou","lihaidaigou","Lihaidaigou,li hai dai gou,李海代沟",41.34103,113.12249,"P","PPL",0,"",9,"Chinese","aid;aig;dai;gou;hai;ida;igo;iha;lih"
8555390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Youfangwan","youfangwan","Youfangwan,you fang wan,油房湾",41.32908,113.13773,"P","PPL",0,"",8,"Chinese","ang;fan;gwa;ngw;ouf;ufa;wan;you"
8555391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhaojia","zhaojia","Zhaojia,zhao jia,赵家",41.31443,113.13803,"P","PPL",0,"",6,"Chinese","aoj;hao;j;jia;oji;zha"
8555392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chengwei","chengwei","Chengwei,cheng wei,城围",41.30457,113.13056,"P","PPL",1,"e",6,"Chinese","che;eng;gwe;hen;ngw;wei"
8555393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liu’ercun","liu'ercun","Liu'ercun,Liu’ercun,liu er cun,刘二村",41.29142,113.19003,"P","PPL",1,"e",4,"Chinese","cun;erc;liu;rcu"
8555394,"Wangfu","y","n","Wangfu","y","n","",2,"y","","Wangfu","wangfu","Wangfu,wang fu,王富",41.30876,113.20288,"P","PPL",0,"",4,"Chinese","ang;gfu;ngf;wan"
8555395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaomao","gaomao","Gaomao,gao mao,高茂",41.3491,113.20557,"P","PPL",0,"",5,"Chinese","aom;gao;ma;mao;oma"
8555396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhanggai Yingzi","zhanggai yingzi","Zhanggai Yingzi,zhang gai ying zi,章盖营子",41.34103,113.22799,"P","PPL",2,"ai ;gai",11,"Chinese"," yi;ang;gga;gzi;han;i y;ing;ngg;ngz;yin;zha"
8555397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yangjiujin","yangjiujin","Yangjiujin,yang jiu jin,羊九斤",41.38795,113.21962,"P","PPL",0,"",10,"Chinese","ang;gji;iuj;j;jin;jiu;ngj;uji;ya;yan"
8555398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiahonghe","xiahonghe","Lujia,Xiahonghe,lu jia,xia hong he,芦家,霞红河",41.3745,113.20527,"P","PPL",1,"e",9,"Chinese","ah;aho;ghe;hon;iah;ngh;ong;xi;xia"
8555399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaogou","xiaogou","Xiaogou,xiao gou,小沟",41.31631,113.34587,"P","PPL",1,"ogo",5,"Chinese","aog;gou;iao;xi;xia"
8555400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shisan Kelu","shisan kelu","Shisan Kelu,shi san ke lu,十三颗碌",41.32733,113.33865,"P","PPL",4,"an ;e;lu;n k",8,"Chinese"," ke;elu;his;isa;ke;kel;san;shi"
8555401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liu’ergou","liu'ergou","Liu'ergou,Liu’ergou,liu er gou,刘二沟",41.34296,113.36471,"P","PPL",3,"e;erg;rgo",2,"Mongolian","gou;liu"
8555402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongjia","dongjia","Dongjia,dong jia,董家",41.3598,113.36992,"P","PPL",0,"",6,"Chinese","don;gji;j;jia;ngj;ong"
8555403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guojialiang","guojialiang","Guojialiang,guo jia liang,郭家梁",41.38385,113.36751,"P","PPL",0,"",10,"Chinese","ali;ang;guo;ial;ian;j;jia;lia;oji;uoj"
8555404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miaowan","miaowan","Miaowan,miao wan,庙湾",41.39226,113.36651,"P","PPL",0,"",5,"Chinese","aow;iao;mia;owa;wan"
8555411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaoyuliang","gaoyuliang","Gaoyuliang,gao yu liang,高玉梁",41.4014,113.38369,"P","PPL",1,"ul",8,"Chinese","ang;aoy;gao;ian;lia;oyu;uli;yul"
8555413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaojinyu","gaojinyu","Gaojinyu,gao jin yu,高金玉",41.41037,113.42314,"P","PPL",0,"",7,"Chinese","aoj;gao;iny;j;jin;nyu;oji"
8555414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinsheng","xinsheng","Xinsheng,xin sheng,新胜",41.40588,113.45213,"P","PPL",2,"e;ins",6,"Chinese","eng;hen;nsh;she;xi;xin"
8555415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sange Yagou","sange yagou","Sange Yagou,san ge ya gou,三圪牙沟",41.38795,113.41567,"P","PPL",5," ya;e;ge ;nge;yag",6,"Chinese","ago;ang;e y;gou;san;ya"
8555416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xilatu","xilatu","Xilatu,xi la tu,希拉图",41.42322,113.44286,"P","PPL",1,"lat",4,"Chinese","atu;ila;xi;xil"
8555421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shangsongjia","shangsongjia","Shangsongjia,shang song jia,上宋家",41.45041,113.42433,"P","PPL",0,"",11,"Chinese","ang;gji;gso;han;j;jia;ngj;ngs;ong;sha;son"
8555422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wuxi","wuxi","Wuxi,wu xi,吴喜",41.37271,113.329,"P","PPL",0,"",3,"Chinese","uxi;wux;xi"
8555423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gufen","gufen","Gufen,gu fen,古坟",41.38646,113.27012,"P","PPL",1,"e",3,"Chinese","fen;guf;ufe"
8555424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sanmujiang","sanmujiang","Sanmujiang,san mu jiang,三木匠",41.33237,113.26564,"P","PPL",0,"",9,"Chinese","ang;anm;ian;j;jia;muj;nmu;san;uji"
8555425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caobuhan","caobuhan","Caobuhan,cao bu han,曹不罕",41.35598,113.26982,"P","PPL",4,"buh;ob;obu;uha",3,"Mongolian","aob;cao;han"
8555426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shimenkou","shimenkou","Shimenkou,shi men kou,石门口",41.37241,113.30121,"P","PPLA4",2,"e;enk",6,"Chinese","him;ime;kou;men;nko;shi"
8555427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houyingzi","houyingzi","Houyingzi,hou ying zi,后营子",41.51602,113.20719,"P","PPL",0,"",7,"Chinese","gzi;hou;ing;ngz;ouy;uyi;yin"
8555428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulage","bulage","Bulage,bu la ge,布拉格",41.49279,113.2669,"P","PPL",5,"bul;e;lag;ul;ula",1,"Mongolian","age"
8555429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Da’nangou","da'nangou","Da'nangou,Da’nangou,da nan gou,大南沟",41.4845,113.30482,"P","PPL",0,"",4,"Chinese","ang;gou;nan;ngo"
8555430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaomujiang","gaomujiang","Gaomujiang,gao mu jiang,高木匠",41.49895,113.31975,"P","PPL",0,"",9,"Chinese","ang;aom;gao;ian;j;jia;muj;omu;uji"
8555431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shitahan","shitahan","Shitahan,shi ta han,石塔汗",41.48876,113.33705,"P","PPL",2,"aha;tah",5,"Chinese","ah;han;hit;ita;shi"
8555432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dingqigou","dingqigou","Dingqigou,ding qi gou,顶棋沟",41.50346,113.20506,"P","PPL",1,"qig",6,"Chinese","din;gou;gqi;igo;ing;ngq"
8555433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houhonghai","houhonghai","Houhonghai,hou hong hai,后红海",41.52881,113.3342,"P","PPL",1,"uho",7,"Chinese","gha;hai;hon;hou;ngh;ong;ouh"
8555434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dugao","dugao","Dugao,du gao,杜高",41.5153,113.37994,"P","PPL",3,"du;dug;uga",1,"Mongolian","gao"
8555435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chahan Aobao","chahan aobao","Chahan Aobao,cha han ao bao,察汗敖包",41.41839,113.27472,"P","PPL",4,"aha;an ;n a;ob",8,"Chinese"," ao;ah;aob;bao;cha;hah;han;oba"
8555436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halagou","halagou","Halagou,ha la gou,哈拉沟",41.40109,113.32117,"P","PPL",3,"ala;hal;lag",2,"Mongolian","ago;gou"
8555437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yangwanjin","yangwanjin","Yangwanjin,yang wan jin,杨万金",41.4153,113.35411,"P","PPL",0,"",10,"Chinese","ang;anj;gwa;j;jin;ngw;nji;wan;ya;yan"
8555438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duribu Liji","duribu liji","Duribu Liji,du ri bu li ji,杜日布力吉",41.50464,113.37851,"P","PPL",7,"bu ;du;dur;rib;u l;ur;uri",5,"Mongolian"," li;ibu;iji;j;lij"
8555439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dajinzi","dajinzi","Dajinzi,da jing zi,大井子",41.51957,113.41003,"P","PPL",0,"",6,"Chinese","aji;daj;inz;j;jin;nzi"
8555440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tasehai","tasehai","Tasehai,ta se hai,塔色海",41.50464,113.42401,"P","PPL",6,"ase;e;eha;se;seh;tas",2,"Mongolian","eh;hai"
8555441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chahande Lisu","chahande lisu","Chahande Lisu,cha han de li su,查汗德力素",41.53497,113.43467,"P","PPL",6,"aha;and;de ;e;e l;nde",7,"Chinese"," li;ah;cha;hah;han;isu;lis"
8555442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zuligeng","zuligeng","Zuligeng,zu li geng,足力更",41.47549,113.4297,"P","PPL",4,"e;gen;ul;zul",4,"Tie","eng;ige;lig;uli"
8555443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kangshan","kangshan","Kangshan,kang shan,康山",41.4563,113.34487,"P","PPL",0,"",6,"Chinese","ang;gsh;han;kan;ngs;sha"
8555444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hayan Hudong","hayan hudong","Hayan Hudong,Hayan Hudong Sumu,ha yan hu dong,ha yan hu dong su mu,哈彦忽洞,哈彦忽洞苏木",41.44587,113.30316,"P","PPLA4",6," hu;an ;aya;hay;hud;n h",6,"Tie"," h;don;ong;udo;ya;yan"
8555445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qianshuangjinzi","qianshuangjinzi","Qianshuangjinzi,qian shuang jing zi,前双井子",41.40625,113.18833,"P","PPL",0,"",14,"Chinese","ang;ans;gji;hua;ian;inz;j;jin;ngj;nsh;nzi;qia;shu;uan"
8555446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaojiadi","gaojiadi","Gaojiadi,gao jia de,高家地",41.43379,113.1579,"P","PPL",0,"",7,"Chinese","adi;aoj;gao;iad;j;jia;oji"
8555447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sanyi","sanyi","Sanyi,san yi,三义",41.4101,113.16156,"P","PPL",0,"",3,"Chinese","any;nyi;san"
8555448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haiwozi","haiwozi","Haiwozi,hai wo zi,海窝子",41.38507,113.1683,"P","PPL",0,"",5,"Chinese","aiw;hai;iwo;ozi;woz"
8555449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miaohuofang","miaohuofang","Miaohuofang,miao huo fang,庙伙房",41.4309,113.20951,"P","PPL",0,"",9,"Chinese","ang;aoh;fan;huo;iao;mia;ofa;ohu;uof"
8555450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guliuzhou","guliuzhou","Guliuzhou,gu liu zhou,古六州",41.44592,113.16464,"P","PPL",2,"gul;ul",6,"Chinese","hou;iuz;liu;uli;uzh;zho"
8555451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dandai","dandai","Dandai,dan dai,丹岱",41.42454,113.09898,"P","PPL",2,"and;nda",2,"Tie","dai;dan"
8555452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wuhao","wuhao","Wuhao,wu hao,五号",41.44245,113.09879,"P","PPL",1,"uha",2,"Chinese","hao;wuh"
8555453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liuhao","liuhao","Liuhao,liu hao,六号",41.44149,113.07568,"P","PPL",1,"uha",3,"Chinese","hao;iuh;liu"
8555454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baishanzi","baishanzi","Baishanzi,bai shan zi,白山子",41.46094,113.11169,"P","PPL",0,"",7,"Chinese","ais;anz;bai;han;ish;nzi;sha"
8555455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baishanzi Xiying","baishanzi xiying","Baishanzi Xiying,bai shan zi xi ying,白山子西营",41.4696,113.10918,"P","PPL",0,"",14,"Chinese"," xi;ais;anz;bai;han;i x;ing;ish;iyi;nzi;sha;xi;xiy;yin"
8555456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hongyawan","hongyawan","Hongyawan,hong ya wan,红崖弯",41.45786,113.09301,"P","PPL",0,"",8,"Chinese","awa;gya;hon;ngy;ong;wan;ya;yaw"
8555457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hongshuifang","hongshuifang","Hongshuifang,hong shui fang,红水房",41.48405,113.02927,"P","PPL",0,"",10,"Chinese","ang;fan;gsh;hon;hui;ifa;ngs;ong;shu;uif"
8555458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moligaitu","moligaitu","Moligaitu,mo li gai tu,莫力盖图",41.449,113.01483,"P","PPL",2,"gai;mol",5,"Chinese","ait;iga;itu;lig;oli"
8555459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jilei Taihua","jilei taihua","Jilei Taihua,ji lei tai hua,吉勒太花",41.49233,113.04757,"P","PPL",5," ta;e;ei ;i t;ile",7,"Chinese","aih;hua;ihu;j;jil;lei;tai"
8555468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heishiya Shuiku","heishiya shuiku","Heishiya Shuiku,hei shi ya shui ku,黑石崖水库",41.93946,112.9174,"H","RSV",5," sh;a s;e;hiy;ya ",10,"Chinese","eis;hei;hui;iku;ish;iya;shi;shu;uik;ya"
8555469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulitu Shuiku","bulitu shuiku","Bulitu Shuiku,bu li tu shui ku,补力图水库",41.6342,112.78487,"H","RSV",5," sh;bul;tu ;u s;ul",7,"Chinese","hui;iku;itu;lit;shu;uik;uli"
8555470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houfangzi Shuiku","houfangzi shuiku","Houfangzi Shuiku,hou fang zi shui ku,后房子水库",41.53657,112.86652,"H","RSV",2," sh;i s",11,"Chinese","ang;fan;gzi;hou;hui;iku;ngz;ouf;shu;ufa;uik"
8555471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habuquan Shuiku","habuquan shuiku","Habuquan Shuiku,ha bu quan shui ku,哈不泉水库",41.52082,112.91788,"H","RSV",5," sh;an ;buq;hab;n s",9,"Chinese","abu;hui;iku;qu;qua;shu;uan;uik;uqu"
8555472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaogai Nao’er","chaogai nao'er","Chaogai Nao'er,Chaogai Nao’er,chao gai nao er,朝盖淖尔",41.49514,112.95713,"H","LK",5,"ai ;e;gai;i n;nao",5,"Tie"," na;aog;cha;hao;oga"
8555473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wu’ergou","wu'ergou","Wu'ergou,Wu’ergou,wu r gou,五儿沟",41.59302,113.01382,"P","PPL",3,"e;erg;rgo",1,"Mongolian","gou"
8555474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moshigai Nao","moshigai nao","Moshigai Nao,mo shi gai nao,莫石盖淖",41.50653,113.09256,"H","LK",5,"ai ;gai;i n;mos;nao",5,"Tie"," na;hig;iga;osh;shi"
8555475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bayi Shuiku","bayi shuiku","Bayi Shuiku,ba yi shui ku,八一水库",41.36092,113.03732,"H","RSV",4," sh;bay;i s;yi ",5,"Chinese","ayi;hui;iku;shu;uik"
8555478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qiaojiagou Shuiku","qiaojiagou shuiku","Qiaojiagou Shuiku,qiao jia gou shui ku,乔家沟水库",41.4118,113.09643,"H","RSV",2," sh;u s",14,"Chinese","ago;aoj;gou;hui;iag;iao;iku;j;jia;oji;ou ;qia;shu;uik"
8555479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liudaogou Shuiku","liudaogou shuiku","Liudaogou Shuiku,liu dao gou shui ku,六道沟水库",41.24754,112.93944,"H","RSV",4," sh;ogo;u s;uda",10,"Chinese","aog;dao;gou;hui;iku;iud;liu;ou ;shu;uik"
8555480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shimenkou Shuiku","shimenkou shuiku","Shimenkou Shuiku,shi men kou shui ku,石门口水库",41.37425,113.2871,"H","RSV",4," sh;e;enk;u s",11,"Chinese","him;hui;iku;ime;kou;men;nko;ou ;shi;shu;uik"
8555481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dong’an Hai","dong'an hai","Dong'an Hai,Dong’an Hai,dong an hai,东岸海",41.51767,113.26093,"H","LK",3," ha;an ;n h",4,"Chinese"," h;don;hai;ong"
8555482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baying Naohaizi","baying naohaizi","Baying Naohaizi,bai yin nao hai zi,白音淖海子",41.484,113.15482,"H","LK",4,"bay;g n;nao;ng ",9,"Chinese"," na;aiz;aoh;ayi;hai;ing;izi;oha;yin"
8555483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sanjingquan Gongshemuchang","sanjingquan gongshemuchang","Sanjingquan Gongshemuchang,san jing quan gong she mu chang,三井泉公社牧场",41.8537,112.79093,"L","GRAZ",4," go;an ;e;n g",23,"Chinese","ang;anj;cha;emu;gon;gqu;gsh;han;hem;ing;j;jin;muc;ngq;ngs;nji;ong;qu;qua;san;she;uan;uch"
8555484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baoshigou Muchang","baoshigou muchang","Baoshigou Muchang,bao shi gou mu chang,宝石沟牧场",41.21774,112.86434,"L","GRAZ",2," mu;u m",13,"Chinese","ang;aos;bao;cha;gou;han;hig;igo;muc;osh;ou ;shi;uch"
8555485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boli Naobao","boli naobao","Boli Naobao,bo li nao bao,玻璃脑包",41.14652,112.74054,"T","MT",5,"bol;i n;li ;nao;ob",5,"Tie"," na;aob;bao;oba;oli"
8555486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asigagou Muchang","asigagou muchang","Asigagou Muchang,a si ga gou mu chang,阿斯嘎购牧场",41.11623,112.75217,"L","GRAZ",2," mu;u m",11,"Chinese","ago;ang;asi;cha;gou;han;iga;muc;ou ;sig;uch"
8559095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gongyimin","gongyimin","Gongyimin,gong yi min,公益民",40.98325,109.9684,"P","PPL",0,"",7,"Chinese","gon;gyi;imi;min;ngy;ong;yim"
8577326,"Shelihu Shuiku","y","y","Shelihu Shuiku","y","y","",0,"y","either mixed or all Chinese","Shelihu Shuiku","shelihu shuiku","Shelihu Shuiku,she li hu shui ku,舍力虎水库",42.75146,120.55103,"H","RSV",5," sh;e;eli;hu ;u s",8,"Chinese","hel;hui;ihu;iku;lih;she;shu;uik"
8577381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huanghuatala","huanghuatala","Huanghuatala,Huanghuatala Zhen,huang hua ta la,huang hua ta la zhen,黄花塔拉,黄花塔拉镇",42.65716,120.77687,"P","PPLA4",3,"ala;ata;tal",6,"Chinese","ang;ghu;hua;ngh;uan;uat"
8577383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yilongyong","yilongyong","Yilongyong,Yilongyong Zhen,yi long yong,yi long yong zhen,义隆永,义隆永镇",42.63983,120.64755,"P","PPLA4",0,"",7,"Chinese","gyo;ilo;lon;ngy;ong;yil;yon"
8577666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ganggang Shuiku","ganggang shuiku","Ganggang Shuiku,gang gang shui ku,岗岗水库",42.42341,120.71796,"H","RSV",4," sh;g s;gan;ng ",7,"Chinese","ang;gga;hui;iku;ngg;shu;uik"
8577667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baga Borihe","baga borihe","Baga Borihe,Baga Borihe Sumu,ba ga bo ri he,ba ga bo ri he su mu,巴嘎波日和,巴嘎波日和苏木",42.92555,120.5599,"P","PPLA4",9," bo;a b;aga;bag;bor;e;ga ;ori;rih",1,"Mongolian","ihe"
8617183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alxa Left Banner Airport","alxa left banner airport","AXF,Alxa Left Banner Airport",38.82286,105.62616,"S","AIRP",12," ai; ba;air;ann;e;er ;irp;ort;por;r a;rpo;t b",6,"Mongolian"," le;a l;ban;lef;ner;nne"
8617184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alxa Left Banner","alxa left banner","AXF,Alxa Left Banner",38.84185,105.72556,"A","ADM2",4," ba;ann;e;t b",6,"Chinese"," le;a l;ban;lef;ner;nne"
8617186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taolai Airport","taolai airport","EJN,Taolai Airport",42.01488,101.00195,"S","AIRP",10," ai;ai ;air;i a;irp;lai;ola;ort;por;rpo",2,"Mongolian","aol;tao"
8617187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ejina Banner","ejina banner","EJN,Ejina Banner",41.98757,101.01173,"A","ADM2",5," ba;a b;ann;e;na ",7,"Chinese","ban;eji;ina;j;jin;ner;nne"
8617226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alxa Right Banner Airport","alxa right banner airport","Alxa Right Banner Airport,RHT",39.22213,101.54942,"S","AIRP",15," ai; ba; ri;air;ann;e;er ;ht ;irp;ort;por;r a;rig;rpo;t b",5,"Mongolian","a r;ban;igh;ner;nne"
8617227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alxa Right Banner","alxa right banner","Alxa Right Banner,RHT",39.21949,101.60706,"A","ADM2",7," ba; ri;ann;e;ht ;rig;t b",5,"Mongolian","a r;ban;igh;ner;nne"
8644258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baihua Xiang","baihua xiang","Baihua,Baihua Xiang,bai hua,bai hua xiang,白桦,白桦乡",50.2483,124.18,"A","ADM4",0,"",11,"Chinese"," xi;a x;aih;ang;bai;hua;ian;ihu;ua ;xi;xia"
8644739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Toutaizi","toutaizi","Toutaizi,tou tai zi,头台子",40.55978,114.05395,"P","PPL",1,"uta",5,"Chinese","aiz;izi;out;tai;tou"
8644740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Goumen","goumen","Goumen,gou men,沟门",40.55926,113.9689,"P","PPL",1,"e",4,"Chinese","gou;men;oum;ume"
8644741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shiyaogou","shiyaogou","Shiyaogou,shi yao gou,石夭沟",40.56386,113.915,"P","PPL",2,"hiy;ogo",6,"Chinese","aog;gou;iya;shi;ya;yao"
8644742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Toudaobian","toudaobian","Toudaobian,tou dao bian,头道边",40.59988,113.97503,"P","PPL",3,"ob;obi;uda",6,"Chinese","aob;bia;dao;ian;oud;tou"
8644743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lucaowan","lucaowan","Lucaowan,lu cao wan,芦草湾",40.57459,114.04093,"P","PPL",1,"lu",6,"Chinese","aow;cao;luc;owa;uca;wan"
8644744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jiumatun","jiumatun","Jiumatun,jiu ma tun,旧马屯",40.53883,114.02713,"P","PPL",2,"mat;tun",6,"Chinese","atu;ium;j;jiu;ma;uma"
8644745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nanwa","nanwa","Nanwa,nan wa,南洼",40.53832,113.87439,"P","PPL",0,"",3,"Chinese","anw;nan;nwa"
